activity_period,activity_type_code,boarding_area,geo_region,geo_summary,operating_airline,operating_airline_iata_code,passenger_count,price_category_code,published_airline,published_airline_iata_code,terminal
200507,Deplaned,B,US,Domestic,ATA Airlines,TZ,27271,Low Fare,ATA Airlines,TZ,Terminal 1
200507,Enplaned,B,US,Domestic,ATA Airlines,TZ,29131,Low Fare,ATA Airlines,TZ,Terminal 1
200507,Thru / Transit,B,US,Domestic,ATA Airlines,TZ,5415,Low Fare,ATA Airlines,TZ,Terminal 1
200507,Deplaned,B,Canada,International,Air Canada,AC,35156,Other,Air Canada,AC,Terminal 1
200507,Enplaned,B,Canada,International,Air Canada,AC,34090,Other,Air Canada,AC,Terminal 1
200507,Deplaned,G,Asia,International,Air China,CA,6263,Other,Air China,CA,International
200507,Enplaned,G,Asia,International,Air China,CA,5500,Other,Air China,CA,International
200507,Deplaned,A,Europe,International,Air France,AF,12050,Other,Air France,AF,International
200507,Enplaned,A,Europe,International,Air France,AF,11638,Other,Air France,AF,International
200507,Deplaned,G,Australia / Oceania,International,Air New Zealand,NZ,4998,Other,Air New Zealand,NZ,International
200507,Enplaned,G,Australia / Oceania,International,Air New Zealand,NZ,4962,Other,Air New Zealand,NZ,International
200507,Deplaned,A,US,Domestic,AirTran Airways,FL,8055,Low Fare,AirTran Airways,FL,International
200507,Enplaned,A,US,Domestic,AirTran Airways,FL,7984,Low Fare,AirTran Airways,FL,International
200507,Deplaned,A,US,Domestic,Alaska Airlines,AS,36641,Other,Alaska Airlines,AS,International
200507,Enplaned,A,US,Domestic,Alaska Airlines,AS,39379,Other,Alaska Airlines,AS,International
200507,Thru / Transit,A,US,Domestic,Alaska Airlines,AS,3678,Other,Alaska Airlines,AS,International
200507,Deplaned,A,Canada,International,Alaska Airlines,AS,7977,Other,Alaska Airlines,AS,International
200507,Enplaned,A,Canada,International,Alaska Airlines,AS,8837,Other,Alaska Airlines,AS,International
200507,Deplaned,A,Mexico,International,Alaska Airlines,AS,6969,Other,Alaska Airlines,AS,International
200507,Enplaned,A,Mexico,International,Alaska Airlines,AS,10046,Other,Alaska Airlines,AS,International
200507,Thru / Transit,A,Mexico,International,Alaska Airlines,AS,2266,Other,Alaska Airlines,AS,International
200507,Deplaned,G,Asia,International,All Nippon Airways,NH,6545,Other,All Nippon Airways,NH,International
200507,Enplaned,G,Asia,International,All Nippon Airways,NH,6094,Other,All Nippon Airways,NH,International
200507,Deplaned,E,US,Domestic,American Airlines,AA,166577,Other,American Airlines,AA,Terminal 3
200507,Enplaned,E,US,Domestic,American Airlines,AA,160890,Other,American Airlines,AA,Terminal 3
200507,Deplaned,E,US,Domestic,American Eagle Airlines,MQ,5493,Other,American Airlines,AA,Terminal 3
200507,Enplaned,E,US,Domestic,American Eagle Airlines,MQ,5213,Other,American Airlines,AA,Terminal 3
200507,Deplaned,A,Asia,International,Asiana Airlines,OZ,5041,Other,Asiana Airlines,OZ,International
200507,Enplaned,A,Asia,International,Asiana Airlines,OZ,4744,Other,Asiana Airlines,OZ,International
200507,Deplaned,C,US,Domestic,Atlantic Southeast Airlines,EV,1552,Other,Delta Air Lines,DL,Terminal 1
200507,Enplaned,C,US,Domestic,Atlantic Southeast Airlines,EV,1484,Other,Delta Air Lines,DL,Terminal 1
200507,Deplaned,A,Europe,International,BelAir Airlines,4T,325,Other,BelAir Airlines,4T,International
200507,Enplaned,A,Europe,International,BelAir Airlines,4T,545,Other,BelAir Airlines,4T,International
200507,Deplaned,A,Europe,International,British Airways,BA,20632,Other,British Airways,BA,International
200507,Enplaned,A,Europe,International,British Airways,BA,21686,Other,British Airways,BA,International
200507,Deplaned,A,Asia,International,Cathay Pacific,CX,11010,Other,Cathay Pacific,CX,International
200507,Enplaned,A,Asia,International,Cathay Pacific,CX,9628,Other,Cathay Pacific,CX,International
200507,Deplaned,A,Asia,International,China Airlines,CI,13638,Other,China Airlines,CI,International
200507,Enplaned,A,Asia,International,China Airlines,CI,11255,Other,China Airlines,CI,International
200507,Deplaned,C,US,Domestic,Delta Air Lines,DL,97510,Other,Delta Air Lines,DL,Terminal 1
200507,Enplaned,C,US,Domestic,Delta Air Lines,DL,93791,Other,Delta Air Lines,DL,Terminal 1
200507,Deplaned,G,Asia,International,EVA Airways,BR,14142,Other,EVA Airways,BR,International
200507,Enplaned,G,Asia,International,EVA Airways,BR,12132,Other,EVA Airways,BR,International
200507,Deplaned,B,US,Domestic,Frontier Airlines,F9,19234,Low Fare,Frontier Airlines,F9,Terminal 1
200507,Enplaned,B,US,Domestic,Frontier Airlines,F9,18368,Low Fare,Frontier Airlines,F9,Terminal 1
200507,Deplaned,C,US,Domestic,Hawaiian Airlines,HA,7579,Other,Hawaiian Airlines,HA,Terminal 1
200507,Enplaned,C,US,Domestic,Hawaiian Airlines,HA,7658,Other,Hawaiian Airlines,HA,Terminal 1
200507,Deplaned,B,US,Domestic,Horizon Air ,QX,5284,Other,Alaska Airlines,AS,Terminal 1
200507,Enplaned,B,US,Domestic,Horizon Air ,QX,5257,Other,Alaska Airlines,AS,Terminal 1
200507,Deplaned,A,Europe,International,Icelandair,FI,4540,Other,Icelandair,FI,International
200507,Enplaned,A,Europe,International,Icelandair,FI,4341,Other,Icelandair,FI,International
200507,Deplaned,A,US,Domestic,Independence Air,DH,10843,Low Fare,Independence Air,DH,International
200507,Enplaned,A,US,Domestic,Independence Air,DH,10967,Low Fare,Independence Air,DH,International
200507,Deplaned,A,Asia,International,Japan Airlines,JL,9195,Other,Japan Airlines,JL,International
200507,Enplaned,A,Asia,International,Japan Airlines,JL,9086,Other,Japan Airlines,JL,International
200507,Deplaned,A,Europe,International,KLM Royal Dutch Airlines,KL,9978,Other,KLM Royal Dutch Airlines,KL,International
200507,Enplaned,A,Europe,International,KLM Royal Dutch Airlines,KL,9587,Other,KLM Royal Dutch Airlines,KL,International
200507,Deplaned,A,Asia,International,Korean Air Lines,KE,6153,Other,Korean Air Lines,KE,International
200507,Enplaned,A,Asia,International,Korean Air Lines,KE,5646,Other,Korean Air Lines,KE,International
200507,Deplaned,G,Europe,International,Lufthansa German Airlines,LH,22389,Other,Lufthansa German Airlines,LH,International
200507,Enplaned,G,Europe,International,Lufthansa German Airlines,LH,20511,Other,Lufthansa German Airlines,LH,International
200507,Deplaned,B,US,Domestic,Mesa Airlines,YV,2636,Other,US Airways,US ,Terminal 1
200507,Enplaned,B,US,Domestic,Mesa Airlines,YV,2535,Other,US Airways,US ,Terminal 1
200507,Deplaned,G,Mexico,International,Mexicana Airlines,MX,7751,Other,Mexicana Airlines,MX,International
200507,Enplaned,G,Mexico,International,Mexicana Airlines,MX,7845,Other,Mexicana Airlines,MX,International
200507,Deplaned,A,US,Domestic,Midwest Airlines,YX,1797,Other,Midwest Airlines,YX,Terminal 1
200507,Enplaned,A,US,Domestic,Midwest Airlines,YX,3238,Other,Midwest Airlines,YX,Terminal 1
200507,Deplaned,C,US,Domestic,Northwest Airlines,NW,64231,Other,Northwest Airlines,NW,Terminal 1
200507,Enplaned,C,US,Domestic,Northwest Airlines,NW,62049,Other,Northwest Airlines,NW,Terminal 1
200507,Deplaned,A,Asia,International,Northwest Airlines,NW,7229,Other,Northwest Airlines,NW,International
200507,Enplaned,A,Asia,International,Northwest Airlines,NW,6554,Other,Northwest Airlines,NW,International
200507,Deplaned,A,Asia,International,Philippine Airlines,PR,12828,Other,Philippine Airlines,PR,International
200507,Enplaned,A,Asia,International,Philippine Airlines,PR,10269,Other,Philippine Airlines,PR,International
200507,Deplaned,G,Asia,International,Singapore Airlines,SQ,19211,Other,Singapore Airlines,SQ,International
200507,Enplaned,G,Asia,International,Singapore Airlines,SQ,17462,Other,Singapore Airlines,SQ,International
200507,Deplaned,C,US,Domestic,SkyWest Airlines,OO,7262,Other,Delta Air Lines,DL,Terminal 1
200507,Enplaned,C,US,Domestic,SkyWest Airlines,OO,6586,Other,Delta Air Lines,DL,Terminal 1
200507,Deplaned,F,US,Domestic,SkyWest Airlines,OO,103279,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200507,Enplaned,F,US,Domestic,SkyWest Airlines,OO,102023,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200507,Deplaned,F,Canada,International,SkyWest Airlines,OO,3688,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200507,Enplaned,F,Canada,International,SkyWest Airlines,OO,3633,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200507,Deplaned,B,US,Domestic,Sun Country Airlines,SY,4827,Low Fare,Sun Country Airlines,SY,Terminal 1
200507,Enplaned,B,US,Domestic,Sun Country Airlines,SY,4784,Low Fare,Sun Country Airlines,SY,Terminal 1
200507,Deplaned,G,Central America,International,TACA,TA,6324,Other,TACA,TA,International
200507,Enplaned,G,Central America,International,TACA,TA,7031,Other,TACA,TA,International
200507,Deplaned,A,US,Domestic,US Airways,US ,46042,Other,US Airways,US ,Terminal 1
200507,Enplaned,A,US,Domestic,US Airways,US ,45553,Other,US Airways,US ,Terminal 1
200507,Deplaned,B,US,Domestic,US Airways,US ,38951,Low Fare,US Airways,US ,Terminal 1
200507,Enplaned,B,US,Domestic,US Airways,US ,37848,Low Fare,US Airways,US ,Terminal 1
200507,Deplaned,B,US,Domestic,United Airlines,UA,62178,Other,United Airlines,UA,Terminal 1
200507,Enplaned,B,US,Domestic,United Airlines,UA,60939,Other,United Airlines,UA,Terminal 1
200507,Deplaned,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,58767,Low Fare,United Airlines - Pre 07/01/2013,UA,Terminal 3
200507,Enplaned,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,58277,Low Fare,United Airlines - Pre 07/01/2013,UA,Terminal 3
200507,Deplaned,F,US,Domestic,United Airlines - Pre 07/01/2013,UA,443656,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Deplaned,E,US,Domestic,American Airlines,AA,162064,Other,American Airlines,AA,Terminal 3
200507,Enplaned,F,US,Domestic,United Airlines - Pre 07/01/2013,UA,421802,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200507,Thru / Transit,F,US,Domestic,United Airlines - Pre 07/01/2013,UA,11388,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200507,Deplaned,G,Asia,International,United Airlines - Pre 07/01/2013,UA,77658,Other,United Airlines - Pre 07/01/2013,UA,International
200507,Enplaned,G,Asia,International,United Airlines - Pre 07/01/2013,UA,68278,Other,United Airlines - Pre 07/01/2013,UA,International
200507,Thru / Transit,G,Asia,International,United Airlines - Pre 07/01/2013,UA,3953,Other,United Airlines - Pre 07/01/2013,UA,International
200507,Deplaned,G,Australia / Oceania,International,United Airlines - Pre 07/01/2013,UA,8603,Other,United Airlines - Pre 07/01/2013,UA,International
200507,Enplaned,G,Australia / Oceania,International,United Airlines - Pre 07/01/2013,UA,8234,Other,United Airlines - Pre 07/01/2013,UA,International
200507,Thru / Transit,G,Australia / Oceania,International,United Airlines - Pre 07/01/2013,UA,1385,Other,United Airlines - Pre 07/01/2013,UA,International
200507,Deplaned,F,Canada,International,United Airlines - Pre 07/01/2013,UA,12874,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200507,Enplaned,F,Canada,International,United Airlines - Pre 07/01/2013,UA,12085,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200507,Thru / Transit,F,Canada,International,United Airlines - Pre 07/01/2013,UA,10,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200507,Deplaned,G,Europe,International,United Airlines - Pre 07/01/2013,UA,30796,Other,United Airlines - Pre 07/01/2013,UA,International
200507,Enplaned,G,Europe,International,United Airlines - Pre 07/01/2013,UA,29283,Other,United Airlines - Pre 07/01/2013,UA,International
200507,Thru / Transit,G,Europe,International,United Airlines - Pre 07/01/2013,UA,888,Other,United Airlines - Pre 07/01/2013,UA,International
200507,Deplaned,G,Mexico,International,United Airlines - Pre 07/01/2013,UA,9537,Other,United Airlines - Pre 07/01/2013,UA,International
200507,Enplaned,G,Mexico,International,United Airlines - Pre 07/01/2013,UA,9672,Other,United Airlines - Pre 07/01/2013,UA,International
200507,Thru / Transit,G,Mexico,International,United Airlines - Pre 07/01/2013,UA,45,Other,United Airlines - Pre 07/01/2013,UA,International
200507,Deplaned,A,Europe,International,Virgin Atlantic,VS,11684,Other,Virgin Atlantic,VS,International
200507,Enplaned,A,Europe,International,Virgin Atlantic,VS,10771,Other,Virgin Atlantic,VS,International
200507,Deplaned,A,Canada,International,WestJet Airlines,WS,2480,Other,WestJet Airlines,WS,International
200507,Enplaned,A,Canada,International,WestJet Airlines,WS,2211,Other,WestJet Airlines,WS,International
200508,Deplaned,B,US,Domestic,ATA Airlines,TZ,27472,Low Fare,ATA Airlines,TZ,Terminal 1
200508,Enplaned,B,US,Domestic,ATA Airlines,TZ,26535,Low Fare,ATA Airlines,TZ,Terminal 1
200508,Thru / Transit,B,US,Domestic,ATA Airlines,TZ,5712,Low Fare,ATA Airlines,TZ,Terminal 1
200508,Deplaned,B,Canada,International,Air Canada,AC,34878,Other,Air Canada,AC,Terminal 1
200508,Enplaned,B,Canada,International,Air Canada,AC,34105,Other,Air Canada,AC,Terminal 1
200508,Deplaned,G,Asia,International,Air China,CA,4204,Other,Air China,CA,International
200508,Enplaned,G,Asia,International,Air China,CA,3923,Other,Air China,CA,International
200508,Deplaned,A,Europe,International,Air France,AF,11230,Other,Air France,AF,International
200508,Enplaned,A,Europe,International,Air France,AF,11731,Other,Air France,AF,International
200508,Deplaned,G,Australia / Oceania,International,Air New Zealand,NZ,4672,Other,Air New Zealand,NZ,International
200508,Enplaned,G,Australia / Oceania,International,Air New Zealand,NZ,4006,Other,Air New Zealand,NZ,International
200508,Deplaned,A,US,Domestic,AirTran Airways,FL,7796,Low Fare,AirTran Airways,FL,International
200508,Enplaned,A,US,Domestic,AirTran Airways,FL,7737,Low Fare,AirTran Airways,FL,International
200508,Deplaned,A,US,Domestic,Alaska Airlines,AS,40431,Other,Alaska Airlines,AS,International
200508,Enplaned,A,US,Domestic,Alaska Airlines,AS,39595,Other,Alaska Airlines,AS,International
200508,Thru / Transit,A,US,Domestic,Alaska Airlines,AS,1902,Other,Alaska Airlines,AS,International
200508,Deplaned,A,Canada,International,Alaska Airlines,AS,8901,Other,Alaska Airlines,AS,International
200508,Enplaned,A,Canada,International,Alaska Airlines,AS,9020,Other,Alaska Airlines,AS,International
200508,Deplaned,A,Mexico,International,Alaska Airlines,AS,7541,Other,Alaska Airlines,AS,International
200508,Enplaned,A,Mexico,International,Alaska Airlines,AS,9333,Other,Alaska Airlines,AS,International
200508,Thru / Transit,A,Mexico,International,Alaska Airlines,AS,1902,Other,Alaska Airlines,AS,International
200508,Deplaned,G,Asia,International,All Nippon Airways,NH,6739,Other,All Nippon Airways,NH,International
200508,Enplaned,G,Asia,International,All Nippon Airways,NH,5966,Other,All Nippon Airways,NH,International
200508,Enplaned,E,US,Domestic,American Airlines,AA,157700,Other,American Airlines,AA,Terminal 3
200508,Deplaned,E,US,Domestic,American Eagle Airlines,MQ,5233,Other,American Airlines,AA,Terminal 3
200508,Enplaned,E,US,Domestic,American Eagle Airlines,MQ,4866,Other,American Airlines,AA,Terminal 3
200508,Deplaned,A,Asia,International,Asiana Airlines,OZ,4099,Other,Asiana Airlines,OZ,International
200508,Enplaned,A,Asia,International,Asiana Airlines,OZ,3376,Other,Asiana Airlines,OZ,International
200508,Deplaned,C,US,Domestic,Atlantic Southeast Airlines,EV,1735,Other,Delta Air Lines,DL,Terminal 1
200508,Enplaned,C,US,Domestic,Atlantic Southeast Airlines,EV,1560,Other,Delta Air Lines,DL,Terminal 1
200508,Deplaned,A,Europe,International,BelAir Airlines,4T,353,Other,BelAir Airlines,4T,International
200508,Enplaned,A,Europe,International,BelAir Airlines,4T,751,Other,BelAir Airlines,4T,International
200508,Deplaned,Other,US,Domestic,Boeing Company,,18,Other,Boeing Company,,Other
200508,Deplaned,A,Europe,International,British Airways,BA,20312,Other,British Airways,BA,International
200508,Enplaned,A,Europe,International,British Airways,BA,20084,Other,British Airways,BA,International
200508,Deplaned,A,Asia,International,Cathay Pacific,CX,11753,Other,Cathay Pacific,CX,International
200508,Enplaned,A,Asia,International,Cathay Pacific,CX,9050,Other,Cathay Pacific,CX,International
200508,Deplaned,A,Asia,International,China Airlines,CI,14610,Other,China Airlines,CI,International
200508,Enplaned,A,Asia,International,China Airlines,CI,10972,Other,China Airlines,CI,International
200508,Deplaned,C,US,Domestic,Delta Air Lines,DL,97343,Other,Delta Air Lines,DL,Terminal 1
200508,Enplaned,C,US,Domestic,Delta Air Lines,DL,97160,Other,Delta Air Lines,DL,Terminal 1
200508,Deplaned,G,Asia,International,EVA Airways,BR,13524,Other,EVA Airways,BR,International
200508,Enplaned,G,Asia,International,EVA Airways,BR,11950,Other,EVA Airways,BR,International
200508,Deplaned,B,US,Domestic,Frontier Airlines,F9,17109,Low Fare,Frontier Airlines,F9,Terminal 1
200508,Enplaned,B,US,Domestic,Frontier Airlines,F9,17186,Low Fare,Frontier Airlines,F9,Terminal 1
200508,Deplaned,C,US,Domestic,Hawaiian Airlines,HA,7923,Other,Hawaiian Airlines,HA,Terminal 1
200508,Enplaned,C,US,Domestic,Hawaiian Airlines,HA,7751,Other,Hawaiian Airlines,HA,Terminal 1
200508,Deplaned,B,US,Domestic,Horizon Air ,QX,5572,Other,Alaska Airlines,AS,Terminal 1
200508,Enplaned,B,US,Domestic,Horizon Air ,QX,5268,Other,Alaska Airlines,AS,Terminal 1
200508,Deplaned,A,Europe,International,Icelandair,FI,4691,Other,Icelandair,FI,International
200508,Enplaned,A,Europe,International,Icelandair,FI,4355,Other,Icelandair,FI,International
200508,Deplaned,A,US,Domestic,Independence Air,DH,9191,Low Fare,Independence Air,DH,International
200508,Enplaned,A,US,Domestic,Independence Air,DH,9850,Low Fare,Independence Air,DH,International
200508,Deplaned,A,Asia,International,Japan Airlines,JL,9296,Other,Japan Airlines,JL,International
200508,Enplaned,A,Asia,International,Japan Airlines,JL,7913,Other,Japan Airlines,JL,International
200508,Deplaned,A,Europe,International,KLM Royal Dutch Airlines,KL,9666,Other,KLM Royal Dutch Airlines,KL,International
200508,Enplaned,A,Europe,International,KLM Royal Dutch Airlines,KL,9881,Other,KLM Royal Dutch Airlines,KL,International
200508,Deplaned,A,Asia,International,Korean Air Lines,KE,8856,Other,Korean Air Lines,KE,International
200508,Enplaned,A,Asia,International,Korean Air Lines,KE,7164,Other,Korean Air Lines,KE,International
200508,Deplaned,G,Europe,International,Lufthansa German Airlines,LH,21512,Other,Lufthansa German Airlines,LH,International
200508,Enplaned,G,Europe,International,Lufthansa German Airlines,LH,21881,Other,Lufthansa German Airlines,LH,International
200508,Deplaned,B,US,Domestic,Mesa Airlines,YV,2725,Other,US Airways,US ,Terminal 1
200508,Enplaned,B,US,Domestic,Mesa Airlines,YV,2546,Other,US Airways,US ,Terminal 1
200508,Deplaned,G,Mexico,International,Mexicana Airlines,MX,7156,Other,Mexicana Airlines,MX,International
200508,Enplaned,G,Mexico,International,Mexicana Airlines,MX,5946,Other,Mexicana Airlines,MX,International
200508,Deplaned,A,US,Domestic,Midwest Airlines,YX,1552,Other,Midwest Airlines,YX,Terminal 1
200508,Enplaned,A,US,Domestic,Midwest Airlines,YX,3382,Other,Midwest Airlines,YX,Terminal 1
200508,Deplaned,C,US,Domestic,Northwest Airlines,NW,56501,Other,Northwest Airlines,NW,Terminal 1
200508,Enplaned,C,US,Domestic,Northwest Airlines,NW,56674,Other,Northwest Airlines,NW,Terminal 1
200508,Deplaned,A,Asia,International,Northwest Airlines,NW,7107,Other,Northwest Airlines,NW,International
200508,Enplaned,A,Asia,International,Northwest Airlines,NW,6522,Other,Northwest Airlines,NW,International
200508,Deplaned,A,Asia,International,Philippine Airlines,PR,12856,Other,Philippine Airlines,PR,International
200508,Enplaned,A,Asia,International,Philippine Airlines,PR,8718,Other,Philippine Airlines,PR,International
200508,Deplaned,G,Asia,International,Singapore Airlines,SQ,19192,Other,Singapore Airlines,SQ,International
200508,Enplaned,G,Asia,International,Singapore Airlines,SQ,17118,Other,Singapore Airlines,SQ,International
200508,Deplaned,C,US,Domestic,SkyWest Airlines,OO,7052,Other,Delta Air Lines,DL,Terminal 1
200508,Enplaned,C,US,Domestic,SkyWest Airlines,OO,6652,Other,Delta Air Lines,DL,Terminal 1
200508,Deplaned,F,US,Domestic,SkyWest Airlines,OO,102899,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Enplaned,F,US,Domestic,SkyWest Airlines,OO,103188,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Deplaned,F,Canada,International,SkyWest Airlines,OO,3672,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Enplaned,F,Canada,International,SkyWest Airlines,OO,3570,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Deplaned,B,US,Domestic,Sun Country Airlines,SY,4720,Low Fare,Sun Country Airlines,SY,Terminal 1
200508,Enplaned,B,US,Domestic,Sun Country Airlines,SY,4717,Low Fare,Sun Country Airlines,SY,Terminal 1
200508,Deplaned,G,Central America,International,TACA,TA,7357,Other,TACA,TA,International
200508,Enplaned,G,Central America,International,TACA,TA,5128,Other,TACA,TA,International
200508,Deplaned,A,US,Domestic,US Airways,US ,42622,Other,US Airways,US ,Terminal 1
200508,Enplaned,A,US,Domestic,US Airways,US ,44508,Other,US Airways,US ,Terminal 1
200508,Deplaned,B,US,Domestic,US Airways,US ,40712,Low Fare,US Airways,US ,Terminal 1
200508,Enplaned,B,US,Domestic,US Airways,US ,40322,Low Fare,US Airways,US ,Terminal 1
200508,Deplaned,B,US,Domestic,United Airlines,UA,61872,Other,United Airlines,UA,Terminal 1
200508,Enplaned,B,US,Domestic,United Airlines,UA,61768,Other,United Airlines,UA,Terminal 1
200508,Deplaned,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,55842,Low Fare,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Deplaned,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,27930,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Enplaned,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,56087,Low Fare,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Enplaned,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,26098,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Thru / Transit,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,676,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Deplaned,F,US,Domestic,United Airlines - Pre 07/01/2013,UA,420430,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Enplaned,F,US,Domestic,United Airlines - Pre 07/01/2013,UA,398135,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Thru / Transit,F,US,Domestic,United Airlines - Pre 07/01/2013,UA,11585,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Deplaned,G,Asia,International,United Airlines - Pre 07/01/2013,UA,79131,Other,United Airlines - Pre 07/01/2013,UA,International
200508,Enplaned,G,Asia,International,United Airlines - Pre 07/01/2013,UA,68861,Other,United Airlines - Pre 07/01/2013,UA,International
200509,Deplaned,A,Mexico,International,Alaska Airlines,AS,5446,Other,Alaska Airlines,AS,International
200508,Thru / Transit,G,Asia,International,United Airlines - Pre 07/01/2013,UA,4059,Other,United Airlines - Pre 07/01/2013,UA,International
200508,Deplaned,G,Australia / Oceania,International,United Airlines - Pre 07/01/2013,UA,8903,Other,United Airlines - Pre 07/01/2013,UA,International
200508,Enplaned,G,Australia / Oceania,International,United Airlines - Pre 07/01/2013,UA,7874,Other,United Airlines - Pre 07/01/2013,UA,International
200508,Thru / Transit,G,Australia / Oceania,International,United Airlines - Pre 07/01/2013,UA,1475,Other,United Airlines - Pre 07/01/2013,UA,International
200508,Deplaned,F,Canada,International,United Airlines - Pre 07/01/2013,UA,13895,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Enplaned,F,Canada,International,United Airlines - Pre 07/01/2013,UA,12145,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200508,Deplaned,G,Europe,International,United Airlines - Pre 07/01/2013,UA,29236,Other,United Airlines - Pre 07/01/2013,UA,International
200508,Enplaned,G,Europe,International,United Airlines - Pre 07/01/2013,UA,29920,Other,United Airlines - Pre 07/01/2013,UA,International
200508,Thru / Transit,G,Europe,International,United Airlines - Pre 07/01/2013,UA,863,Other,United Airlines - Pre 07/01/2013,UA,International
200508,Deplaned,G,Mexico,International,United Airlines - Pre 07/01/2013,UA,9397,Other,United Airlines - Pre 07/01/2013,UA,International
200508,Enplaned,G,Mexico,International,United Airlines - Pre 07/01/2013,UA,9275,Other,United Airlines - Pre 07/01/2013,UA,International
200508,Thru / Transit,G,Mexico,International,United Airlines - Pre 07/01/2013,UA,78,Other,United Airlines - Pre 07/01/2013,UA,International
200508,Deplaned,A,Europe,International,Virgin Atlantic,VS,10685,Other,Virgin Atlantic,VS,International
200508,Enplaned,A,Europe,International,Virgin Atlantic,VS,11072,Other,Virgin Atlantic,VS,International
200508,Deplaned,A,Canada,International,WestJet Airlines,WS,2300,Other,WestJet Airlines,WS,International
200508,Enplaned,A,Canada,International,WestJet Airlines,WS,2251,Other,WestJet Airlines,WS,International
200509,Deplaned,B,US,Domestic,ATA Airlines,TZ,17341,Low Fare,ATA Airlines,TZ,Terminal 1
200509,Enplaned,B,US,Domestic,ATA Airlines,TZ,18541,Low Fare,ATA Airlines,TZ,Terminal 1
200509,Thru / Transit,B,US,Domestic,ATA Airlines,TZ,4412,Low Fare,ATA Airlines,TZ,Terminal 1
200509,Deplaned,B,Canada,International,Air Canada,AC,24473,Other,Air Canada,AC,Terminal 1
200509,Enplaned,B,Canada,International,Air Canada,AC,26120,Other,Air Canada,AC,Terminal 1
200509,Deplaned,G,Asia,International,Air China,CA,4416,Other,Air China,CA,International
200509,Enplaned,G,Asia,International,Air China,CA,4568,Other,Air China,CA,International
200509,Deplaned,A,Europe,International,Air France,AF,10731,Other,Air France,AF,International
200509,Enplaned,A,Europe,International,Air France,AF,11337,Other,Air France,AF,International
200509,Deplaned,G,Australia / Oceania,International,Air New Zealand,NZ,4565,Other,Air New Zealand,NZ,International
200509,Enplaned,G,Australia / Oceania,International,Air New Zealand,NZ,4295,Other,Air New Zealand,NZ,International
200509,Deplaned,A,US,Domestic,AirTran Airways,FL,7057,Low Fare,AirTran Airways,FL,International
200509,Enplaned,A,US,Domestic,AirTran Airways,FL,6806,Low Fare,AirTran Airways,FL,International
200509,Deplaned,A,US,Domestic,Alaska Airlines,AS,31117,Other,Alaska Airlines,AS,International
200509,Enplaned,A,US,Domestic,Alaska Airlines,AS,33742,Other,Alaska Airlines,AS,International
200509,Thru / Transit,A,US,Domestic,Alaska Airlines,AS,3843,Other,Alaska Airlines,AS,International
200509,Deplaned,A,Canada,International,Alaska Airlines,AS,6635,Other,Alaska Airlines,AS,International
200509,Enplaned,A,Canada,International,Alaska Airlines,AS,7783,Other,Alaska Airlines,AS,International
200509,Thru / Transit,A,Canada,International,Alaska Airlines,AS,161,Other,Alaska Airlines,AS,International
200509,Enplaned,A,Mexico,International,Alaska Airlines,AS,7674,Other,Alaska Airlines,AS,International
200509,Thru / Transit,A,Mexico,International,Alaska Airlines,AS,1504,Other,Alaska Airlines,AS,International
200509,Deplaned,G,Asia,International,All Nippon Airways,NH,5875,Other,All Nippon Airways,NH,International
200509,Enplaned,G,Asia,International,All Nippon Airways,NH,5960,Other,All Nippon Airways,NH,International
200509,Deplaned,E,US,Domestic,American Airlines,AA,135043,Other,American Airlines,AA,Terminal 3
